inst_origen,inst_destino,soporte_total,n_pares_servicio,peso,frac_prom_ponderada
DIRECCION GENERAL DE MOVILIZACION NACIONAL,ESIGN S.A.,652,1,579.0,0.8880368098159509
INSTITUTO NACIONAL DE PROPIEDAD INDUSTRIAL,FONDO NACIONAL DE SALUD,651,1,555.0,0.8525345622119815
SECRETARIA DE GOBIERNO DIGITAL,SUBSECRETARIA DE SALUD PUBLICA,650,1,609.9999999999999,0.9384615384615382
TESORERIA GENERAL DE LA REPUBLICA,MUNICIPALIDAD DE SAN CLEMENTE,650,1,595.0,0.9153846153846154
GENDARMERIA DE CHILE,SUPERINTENDENCIA DE INSOLVENCIA Y REEMPRENDIMIENTO,649,1,560.0,0.8628659476117103
SUBSECRETARIA GENERAL DE GOBIERNO,SERVICIO ELECTORAL,649,1,611.0,0.9414483821263482
SUBSECRETARIA DE REDES ASISTENCIALES,CAJA DE PREVISION DE LA DEFENSA NACIONAL,647,1,619.0,0.9567233384853169
TESORERIA GENERAL DE LA REPUBLICA,DIRECCION DEL TRABAJO,647,1,599.9999999999999,0.927357032457496
ACEPTA.COM S.A.,SUBSECRETARIA DEL TRABAJO,646,1,562.0,0.8699690402476781
SUBSECRETARIA GENERAL DE GOBIERNO,SUBSECRETARIA DE VIVIENDA Y URBANISMO,645,1,550.0,0.8527131782945736
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,MUNICIPALIDAD DE VALDIVIA,644,1,563.0,0.8742236024844721
MINISTERIO DE BIENES NACIONALES,SUBSECRETARIA DE EVALUACION SOCIAL,644,1,644.0,1.0
SERVICIO DE IMPUESTOS INTERNOS,SUBSECRETARIA DE TELECOMUNICACIONES,643,1,558.0,0.8678071539657853
SUBSECRETARIA DE TELECOMUNICACIONES,SERVICIO DE COOPERACION TECNICA,643,1,590.0000000000001,0.917573872472784
MINISTERIO DE EDUCACION,SUBSECRETARIA DE TELECOMUNICACIONES,642,1,579.0000000000001,0.9018691588785048
SERVICIO AGRICOLA Y GANADERO,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,641,1,550.0,0.858034321372855
SERVICIO CIVIL,FONDO DE SOLIDARIDAD E INVERSION SOCIAL,641,1,545.0,0.8502340093603744
SUBSECRETARIA DE EDUCACION,SUPERINTENDENCIA DE INSOLVENCIA Y REEMPRENDIMIENTO,636,1,608.0,0.9559748427672956
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,MUNICIPALIDAD DE SAN CLEMENTE,635,1,631.0,0.9937007874015747
MUNICIPALIDAD DE PUERTO MONTT,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,635,1,540.0,0.8503937007874016
SUBSECRETARIA DE SALUD PUBLICA,SUBSECRETARIA DE HACIENDA,634,1,600.9999999999999,0.9479495268138799
CERTINET S.A.,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,633,1,584.0,0.9225908372827805
INSTITUTO DE PREVISION SOCIAL,CERTIFICADORA DEL SUR,633,1,612.0,0.966824644549763
SUBSECRETARIA DE SALUD PUBLICA,MUNICIPALIDAD DE COLINA,633,1,581.0,0.9178515007898894
SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,DIRECCION DEL TRABAJO,632,1,588.0,0.930379746835443
MINISTERIO DE DESARROLLO SOCIAL,MUNICIPALIDAD DE ZAPALLAR,630,1,576.0,0.9142857142857143
INSTITUTO NACIONAL DE ESTADISTICAS,SUBSECRETARIA GENERAL DE LA PRESIDENCIA,628,1,538.0,0.856687898089172
CONTRALORIA GENERAL DE LA REPUBLICA,"MINISTERIO DE LAS CULTURAS, LAS ARTES Y EL PATRIMONIO",626,1,542.0,0.865814696485623
COMISION ADMINISTRADORA DEL SISTEMA DE CREDITOS PARA ESTUDIOS SUPERIORES,AGENCIA NACIONAL DE CIBERSEGURIDAD,622,1,550.0,0.8842443729903537
INSTITUTO NACIONAL DE PROPIEDAD INDUSTRIAL,TESORERIA GENERAL DE LA REPUBLICA,622,1,550.0,0.8842443729903537
CONTRALORIA GENERAL DE LA REPUBLICA,CORPORACION DE FOMENTO DE LA PRODUCCION,620,1,530.0,0.8548387096774194
SERVICIO DE IMPUESTOS INTERNOS,DIRECCION GENERAL DE AERONAUTICA CIVIL,618,1,536.0,0.8673139158576052
INSTITUTO DE PREVISION SOCIAL,SERVICIO DE SALUD TARAPACA,616,1,529.0,0.8587662337662337
SUBSECRETARIA GENERAL DE LA PRESIDENCIA,SERVICIO DE IMPUESTOS INTERNOS,615,1,526.0,0.8552845528455284
ACEPTA.COM S.A.,INSTITUTO NACIONAL DE ESTADISTICAS,614,1,529.0,0.8615635179153095
SUBSECRETARIA DE TELECOMUNICACIONES,SUBSECRETARIA DE JUSTICIA,613,1,522.0,0.8515497553017944
SUBSECRETARIA DE EDUCACION,UNIVERSIDAD DE LA FRONTERA,612,1,584.0,0.954248366013072
FONDO NACIONAL DE SALUD,MUNICIPALIDAD DE ZAPALLAR,611,1,542.0,0.8870703764320785
MINISTERIO DE DESARROLLO SOCIAL,SERVICIO NACIONAL DE TURISMO,609,1,546.0,0.896551724137931
PODER JUDICIAL,DIRECCION DEL TRABAJO,609,1,524.0,0.8604269293924466
ACEPTA.COM S.A.,DIRECCION DEL SERVICIO DE SALUD MAGALLANES,607,1,542.0,0.8929159802306426
CORPORACION ADMINISTRATIVA DEL PODER JUDICIAL,SERVICIO LOCAL DE EDUCACION PUBLICA DE CHINCHORRO,607,1,519.0,0.8550247116968699
FONDO NACIONAL DE SALUD,ADMINISTRADORA DE FONDOS DE CESANTIA,607,1,558.0,0.9192751235584844
SUBSECRETARIA DE JUSTICIA,DIRECCION DEL TRABAJO,607,1,575.0000000000001,0.9472817133443165
SUPERINTENDENCIA DE SEGURIDAD SOCIAL,CAJA DE PREVISION DE LA DEFENSA NACIONAL,606,1,587.0000000000001,0.9686468646864689
MINISTERIO DE DESARROLLO SOCIAL,ADMINISTRADORA DE FONDOS DE CESANTIA,605,1,559.0,0.9239669421487603
SUBSECRETARIA DE EDUCACION,SUPERINTENDENCIA DE PENSSIONES,603,1,580.0,0.9618573797678275
SUBSECRETARIA GENERAL DE LA PRESIDENCIA,CERTIFICADORA DEL SUR,603,1,596.0,0.988391376451078
SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,CAJA DE PREVISION DE LA DEFENSA NACIONAL,602,1,583.0,0.96843853820598
SUBSECRETARIA DE JUSTICIA,MUNICIPALIDAD DE PADRE HURTADO,602,1,559.0,0.9285714285714286
MINISTERIO DE SALUD,MUNICIPALIDAD DE VALDIVIA,597,1,510.0,0.8542713567839196
SUBSECRETARIA DE EDUCACION,INSTITUTO DE SEGURIDAD LABORAL,597,1,561.0,0.9396984924623115
SERVICIO NACIONAL DE ADUANAS,SERVICIO DE IMPUESTOS INTERNOS,594,1,513.0,0.8636363636363636
ACEPTA.COM S.A.,MUNICIPALIDAD DE LA REINA,591,1,526.0,0.8900169204737732
INSTITUTO NACIONAL DE PROPIEDAD INDUSTRIAL,E-CERT CHILE,591,1,533.0,0.9018612521150592
BPO ADVISORS SPA,AGENCIA NACIONAL DE INVESTIGACION Y DESARROLLO,590,1,561.0,0.9508474576271186
SERVICIO AGRICOLA Y GANADERO,SERVICIO DE SALUD NUBLE,586,1,507.0,0.8651877133105802
DIRECCION GENERAL DE MOVILIZACION NACIONAL,SUPERINTENDENCIA DE INSOLVENCIA Y REEMPRENDIMIENTO,579,1,542.0,0.9360967184801382
SUBSECRETARIA DE SERVICIOS SOCIALES,CAJA DE PREVISION DE LA DEFENSA NACIONAL,579,1,575.9999999999999,0.9948186528497407
SUPERINTENDENCIA DE ELECTRICIDAD Y COMBUSTIBLES,MUNICIPALIDAD DE COLINA,579,1,516.0,0.8911917098445595
CONTRALORIA GENERAL DE LA REPUBLICA,SUBSECRETARIA DE PREVISION SOCIAL,578,1,563.0,0.9740484429065744
FONDO NACIONAL DE SALUD,MUNICIPALIDAD DE COYHAIQUE,578,1,560.0,0.9688581314878892
SERVICIO AGRICOLA Y GANADERO,DOCDIGITAL,575,1,575.0,1.0
SUPERINTENDENCIA DE SALUD,SUBSECRETARIA DE SALUD PUBLICA,570,1,533.0,0.9350877192982456
AGENCIA DE CALIDAD DE LA EDUCACION,SUBSECRETARIA DE REDES ASISTENCIALES,569,1,517.9999999999999,0.9103690685413003
COMISION ADMINISTRADORA DEL SISTEMA DE CREDITOS PARA ESTUDIOS SUPERIORES,MUNICIPALIDAD DE CORONEL,569,1,511.0,0.8980667838312829
DIRECCION GENERAL DE MOVILIZACION NACIONAL,MINISTERIO PUBLICO,569,1,501.0,0.8804920913884007
PODER JUDICIAL,SERVICIO ELECTORAL,568,1,493.0,0.8679577464788732
SERVICIO DE IMPUESTOS INTERNOS,SUPERINTENDENCIA DEL MEDIO AMBIENTE,568,1,515.0,0.9066901408450704
INSTITUTO DE SALUD PUBLICA DE CHILE,MINISTERIO PUBLICO,566,1,540.0000000000001,0.9540636042402829
SERVICIO AGRICOLA Y GANADERO,SUBSECRETARIA GENERAL DE LA PRESIDENCIA,566,1,566.0,1.0
CORPORACION ADMINISTRATIVA DEL PODER JUDICIAL,SUBSECRETARIA DE SALUD PUBLICA,564,1,513.0,0.9095744680851063
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,564,1,537.9999999999999,0.9539007092198579
SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,SUBSECRETARIA DE TELECOMUNICACIONES,560,1,480.99999999999994,0.8589285714285714
SECRETARIA DE GOBIERNO DIGITAL,CORPORACION ADMINISTRATIVA DEL PODER JUDICIAL,557,1,479.0,0.8599640933572711
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",INSTITUTO NACIONAL DE ESTADISTICAS,557,1,518.0,0.9299820466786356
SUBSECRETARIA DE PREVISION SOCIAL,SUBSECRETARIA DE REDES ASISTENCIALES,557,1,484.0,0.8689407540394973
MINISTERIO DE DESARROLLO SOCIAL,MUNICIPALIDAD DE VALLENAR,556,1,528.0,0.9496402877697842
DIRECCION GENERAL DEL TERRITORIO MARITIMO Y MARINA MERCANTE,AFP UNO,553,1,486.0,0.8788426763110307
GENDARMERIA DE CHILE,SUBSECRETARIA DE REDES ASISTENCIALES,552,1,514.0000000000001,0.9311594202898553
INSTITUTO NACIONAL DE ESTADISTICAS,DIRECCION NACIONAL DEL SERVICIO CIVIL,546,1,518.9999999999999,0.9505494505494504
FONDO NACIONAL DE SALUD,MUNICIPALIDAD DE VALLENAR,545,1,499.99999999999994,0.9174311926605504
SERVICIO AGRICOLA Y GANADERO,SUBSECRETARIA DE PREVENCION DEL DELITO,545,1,545.0,1.0
SUBSECRETARIA DE EDUCACION,GENDARMERIA DE CHILE,545,1,497.0,0.9119266055045872
ACEPTA.COM S.A.,UNIDAD DE ANALISIS FINANCIERO,544,1,484.0,0.8897058823529411
REDIN,FONDO NACIONAL DE SALUD,542,1,474.0,0.8745387453874539
SERVICIO AGRICOLA Y GANADERO,MUNICIPALIDAD DE ZAPALLAR,542,1,541.0000000000001,0.9981549815498157
SUBSECRETARIA DE TRANSPORTES,MUNICIPALIDAD DE VALDIVIA,542,1,481.99999999999994,0.8892988929889298
SERVICIO CIVIL,CONTRALORIA GENERAL DE LA REPUBLICA,541,1,507.0,0.9371534195933456
SUBSECRETARIA DE SALUD PUBLICA,SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,540,1,473.0,0.8759259259259259
SUBSECRETARIA GENERAL DE LA PRESIDENCIA,CONTRALORIA GENERAL DE LA REPUBLICA,540,1,511.00000000000006,0.9462962962962964
CONTRALORIA GENERAL DE LA REPUBLICA,SUPERINTENDENCIA DE INSOLVENCIA Y REEMPRENDIMIENTO,538,1,491.0,0.912639405204461
CORPORACION ADMINISTRATIVA DEL PODER JUDICIAL,AGENCIA NACIONAL DE INVESTIGACION Y DESARROLLO,532,1,512.0,0.9624060150375939
SERVICIO AGRICOLA Y GANADERO,SERVICIO DE SALUD LIBERTADOR GENERAL BERNARDO O'HIGGINS,532,1,458.0,0.8609022556390977
ACEPTA.COM S.A.,DOCDIGITAL,526,1,526.0,1.0
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,SERVICIO SALUD ARAUCANIA SUR,525,1,494.0,0.940952380952381
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,JUNTA NACIONAL DE JARDINES INFANTILES,525,1,505.00000000000006,0.961904761904762
SUBSECRETARIA GENERAL DE LA PRESIDENCIA,SERVICIO SALUD ARAUCANIA SUR,520,1,447.0,0.8596153846153847
INSTITUTO NACIONAL DE PROPIEDAD INDUSTRIAL,SERVICIO NACIONAL DEL CONSUMIDOR,519,1,473.99999999999994,0.9132947976878611
MINISTERIO DE DESARROLLO SOCIAL,MUNICIPALIDAD DE NAVIDAD,519,1,443.0,0.8535645472061657
SECRETARIA DE GOBIERNO DIGITAL,CONTRALORIA GENERAL DE LA REPUBLICA,519,1,464.0,0.8940269749518305
DIRECCION DEL TRABAJO,SUBSECRETARIA DE SALUD PUBLICA,518,1,494.0,0.9536679536679536
TESORERIA GENERAL DE LA REPUBLICA,FONDO DE SOLIDARIDAD E INVERSION SOCIAL,518,1,444.0,0.8571428571428571
INSTITUTO DE SEGURIDAD LABORAL,SUBSECRETARIA DE PREVISION SOCIAL,517,1,494.00000000000006,0.9555125725338492
SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,SERVICIO NACIONAL DE PESCA Y ACUICULTURA,516,1,452.0,0.875968992248062
SUPERINTENDENCIA DE SERVICIOS SANITARIOS,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,516,1,441.0,0.8546511627906976
SANIDAD NAVAL DE LA ARMADA DE CHILE,AFP UNO,514,1,441.0,0.857976653696498
COMISION ADMINISTRADORA DEL SISTEMA DE CREDITOS PARA ESTUDIOS SUPERIORES,DOCDIGITAL,513,1,466.99999999999994,0.9103313840155944
MINISTERIO SECRETARIA GENERAL DE GOBIERNO,SUBSECRETARIA GENERAL DE GOBIERNO,513,1,457.0,0.8908382066276803
TESORERIA GENERAL DE LA REPUBLICA,SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,512,1,498.0,0.97265625
ACEPTA.COM S.A.,UNIVERSIDAD DEL BIOBIO,511,1,436.0,0.8532289628180039
DIRECCION GENERAL DE MOVILIZACION NACIONAL,SUBSECRETARIA DE PREVISION SOCIAL,511,1,490.0,0.958904109589041
MUNICIPALIDAD DE NUNOA,AFP UNO,510,1,492.0,0.9647058823529412
SUBSECRETARIA DE EDUCACION,CONTRALORIA GENERAL DE LA REPUBLICA,509,1,493.00000000000006,0.9685658153241652
SUBSECRETARIA DE TRANSPORTES,DOCDIGITAL,508,1,432.0,0.8503937007874016
SERVICIO AGRICOLA Y GANADERO,UNIVERSIDAD DEL BIOBIO,507,1,435.0,0.8579881656804734
SUPERINTENDENCIA DE ELECTRICIDAD Y COMBUSTIBLES,SUBSECRETARIA DE PREVISION SOCIAL,507,1,494.00000000000006,0.9743589743589745
TESORERIA GENERAL DE LA REPUBLICA,SERVICIO NACIONAL DE PESCA Y ACUICULTURA,507,1,457.00000000000006,0.90138067061144
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,DIRECCION GENERAL DE MOVILIZACION NACIONAL,506,1,453.0,0.8952569169960475
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,AGENCIA NACIONAL DE CIBERSEGURIDAD,503,1,503.0,1.0
MINISTERIO DE DESARROLLO SOCIAL,AFP CUPRUM,503,1,494.00000000000006,0.9821073558648112
SUBSECRETARIA GENERAL DE LA PRESIDENCIA,CAJA DE PREVISION DE LA DEFENSA NACIONAL,502,1,499.99999999999994,0.99601593625498
CONTRALORIA,AFP UNO,501,1,430.0,0.8582834331337326
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",SERVICIO LOCAL DE EDUCACION PUBLICA DE PUNILLA CORDILLERA,501,1,428.0,0.8542914171656687
GOBIERNO REGIONAL DE LA REGION DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,COMISION PARA EL MERCADO FINANCIERO,500,1,442.0,0.884
